INDEX;NAME;SHIRTNAME;JAPANESE PLAYER NAME;SPACING;COMMENTARY;AGE;NATIONALITY;FOOT;WEIGHT;HEIGHT;FORM;WEAK FOOT ACCURACY;WEAK FOOT FREQUENCY;INJURY TOLERANCE;GROWTH TYPE;MARKET PRICE;GK 0;SW 1;CB 2;LB 3;RB 4;DMF 5;CMF 6;LMF 7;RMF 8;AMF 9;LWF 10;RWF 11;SS 12;CF 13;POSITION;ATTACK;DEFENCE;HEADER ACCURACY;DRIBBLE ACCURACY;SHORT PASS ACCURACY;SHORT PASS SPEED;LONG PASS ACCURACY;LONG PASS SPEED;SHOT ACCURACY;PLACE KICKING;SWERVE;BALL CONTROLL;GOAL KEEPING SKILLS;RESPONSE;EXPLOSIVE POWER;DRIBBLE SPEED;TOP SPEED;BODY BALANCE;STAMINA;KICKING POWER;JUMP;TENACITY;TEAMWORK;S01 1-TOUCH PLAY;S02 OUTSIDE CURVE;S03 LONG THROW;S04 SUPER-SUB;S05 SPEED MERCHANT;S06 LONG RANGE DRIVE;S07 SHOULDER FEINT SKILLS;S08 TURNING SKILLS;S09 ROULETTE SKILLS;S10 FLIP FLAP SKILLS;S11 FLICKING SKILLS;S12 SCISSORS SKILLS;S13 STEP ON SKILLS;S14 DEFT TOUCH SKILLS;S15 KNUCKLE SHOT;S16 JUMPING VOLLEY;S17 SCISSOR KICK;S18 HEEL FLICK;S19 WEIGHTED PASS;S20 DOUBLE TOUCH;S21 RUN AROUND;S22 SOMBRERO;S23 180 DRAG;S24 LUNGING TACKLE;S25 DIVING HEADER;S26 GK LONG THROW;P01 CLASSIC NO.10;P02 ANCHOR MAN;P03 TRICKSTER;P04 DARTING RUN;P05 MAZING RUN;P06 PINPOINT PASS;P07 EARLY CROSS;P08 BOX TO BOX;P09 INCISIVE RUN;P10 LONG RANGER;P11 ENFORCER;P12 GOAL POACHER;P13 DUMMY RUNNER;P14 FREE ROAMING;P15 TALISMAN;P16 FOX IN THE BOX;P17 OFFENSIVE SIDEBACK;P18 TRACK BACK;ATTACK AWARENESS;DEFENCE AWARENESS;SKIN COLOR;SKIN TEXTURE;FACE MODE;LINKED FACE;FACE SLOT;LINKED HAIR;HAIR SLOT;BOOTS;UNTUCKED SHIRT;TIGHT KIT;GLOVES;DRIBBLE STYLE;FREE KICK STYLE;PENALTY KICK STYLE;DROP KICK STYLE;GOAL CELEBRATION STYLE #1;GOAL CELEBRATION STYLE #2;CLUB TEAM;NUMBER;NATIONAL TEAM
53733;Abbas Ibrahim;ABBAS IBRAHIM;?????·????;1;1100;23;Nigeria;R;72;171;5;4;4;A;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;DMF;63;80;77;74;66;68;64;67;72;62;64;73;50;73;72;70;76;82;74;74;75;73;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;6;1;Default;0;131;0;4300;11;1;1;1;1;1;1;1;0;0;Paços De Ferreira;8;
53780;Kevin Trapp;TRAPP;????·????;3;0;31;Germany;R;88;189;6;5;5;B;53;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;28;82;55;50;57;61;65;67;44;44;48;54;84;80;72;58;70;77;69;83;79;78;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4491;8;1;1;1;1;1;1;1;0;0;Frankfurt;1;Alemanha
53781;Abdoul-Kader Bamba;KADER;??????·???;3;122;28;France;R;68;176;4;4;4;B;3;1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;RWF;68;36;56;84;73;70;68;72;65;60;76;82;50;70;88;81;81;70;75;76;63;64;65;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;6;1;Default;0;131;0;4208;11;1;1;1;1;1;1;1;0;0;Nantes;7;
53782;Manuel De Luca;DE LUCA;????·?????;3;0;24;Italy;R;80;192;5;6;6;A;11;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;CF;71;47;72;69;68;70;67;72;72;68;66;72;50;73;73;75;74;82;82;78;79;69;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Build;0;131;0;4359;11;1;1;1;1;1;1;1;0;0;Sampdoria;9;
53783;Julián Brea;JULIAN BREA;???????·???;3;0;24;Argentina;L;68;180;7;6;6;B;1;2;0;0;0;0;0;0;0;1;1;0;1;1;0;0;LWF;73;67;67;77;75;75;76;79;64;59;67;74;50;74;78;76;83;73;84;77;73;76;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;3;1;1;Default;0;1154;0;4513;11;1;1;1;1;1;1;1;0;0;;7;
53784;Thomas Ouwejan;OUWEJAN;??????·?????;3;0;26;Netherlands;L;72;183;4;4;4;B;11;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;LB;67;63;65;75;76;72;76;75;60;68;65;73;50;72;73;73;76;73;83;74;68;70;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Build;0;131;0;5033;8;1;1;1;1;1;1;1;0;0;St Pauli;2;
53785;Marco Antonio;MARCO ANTONIO;????·???;1;0;21;Brazil;R;75;182;4;4;4;A;81;4;0;0;0;0;0;0;1;0;0;1;0;0;0;0;AMF;67;42;65;76;73;74;73;74;67;66;66;74;50;73;75;77;77;77;74;77;74;66;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Build;0;131;0;4300;26;1;1;1;1;1;1;1;0;0;;7;
53786;Sebastian Rode;RODE;???;3;0;26;Germany;R;67;179;5;6;6;B;3;2;0;0;0;1;1;1;1;1;1;0;0;0;0;0;CMF;70;67;70;77;81;78;76;74;65;64;67;81;50;80;84;79;80;75;83;78;74;78;81;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3;3;1;1;Default;0;1154;0;4451;11;1;1;1;3;1;1;1;0;0;Frankfurt;17;
53787;Stefan Aigner;AIGNER;??????·?????;3;0;27;Germany;R;74;185;6;6;7;A;3;2;0;0;0;0;0;0;0;0;1;0;0;1;1;0;RMF;79;50;83;83;77;75;77;76;77;70;74;82;50;78;81;83;83;79;82;82;80;75;77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3;2;1;1;Default;0;131;0;4532;11;1;1;1;1;1;1;1;0;0;;7;
53788;Alberto Rodríguez;RODRIGUEZ;?????·???;2;2105;30;Peru;R;78;182;5;5;5;C;53;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;54;77;75;66;71;71;69;66;60;54;61;68;46;78;73;69;76;80;77;76;79;72;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;1;Default;0;131;0;4208;4;1;1;1;1;1;1;1;0;0;;7;
53789;Alex Méndez;ALEX;???????·????;3;81;22;Usa;L;70;178;3;1;1;B;3;4;0;0;0;0;0;0;1;0;0;1;0;0;1;0;SS;77;49;74;79;66;69;81;76;67;93;77;75;50;77;79;77;70;67;83;78;80;64;72;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;3;1;Build;0;1154;0;4213;11;1;1;1;1;1;1;1;0;0;Vizela;19;
53790;Oscar Linnér;LINNER;?? ??;3;0;24;Sweden;R;82;199;4;4;4;B;20;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;72;50;55;57;63;61;65;44;42;56;55;77;83;68;56;66;85;64;78;73;67;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Build;0;130;0;5275;0;1;0;0;1;1;1;1;0;0;Brescia Calcio;22;
53791;Peña Biafore;PENA BIAFORE;G. ???;2;0;20;Argentina;R;77;185;4;5;5;B;4;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;60;74;74;70;72;70;70;70;61;65;68;74;50;74;70;72;73;76;70;70;74;69;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;Build;0;131;0;4402;11;1;0;0;1;1;1;1;0;0;;7;
53792;Ukra;UKRA;??? ?????;3;0;34;Portugal;R;63;175;3;5;5;B;26;2;0;0;0;0;0;0;0;1;1;0;1;1;0;0;RWF;72;43;71;84;75;75;78;78;73;75;79;83;50;74;81;81;79;77;77;83;82;72;74;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;2;1;Build;0;723;0;4798;11;1;1;1;1;10;1;1;0;0;;7;
53793;Raphael Framberger;FRAMBERGER;???·?????;1;0;22;Germany;R;70;179;4;4;4;A;11;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;RB;75;71;73;74;70;73;75;71;59;57;57;66;50;71;77;74;77;79;75;73;71;76;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Build;0;131;0;4504;11;1;1;1;1;1;1;1;0;0;Augsburg;32;
53794;Viktor Claesson;CLAESSON;??????·??????;3;0;26;Sweden;R;75;183;4;4;4;A;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;AMF;79;31;56;80;79;80;80;78;76;79;76;78;50;72;81;78;77;85;86;73;71;72;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;1;Build;0;131;1;5178;11;1;1;1;1;1;1;1;0;0;Copenhagen;7;Suécia
53795;Bella-Kotchap;BELLA KOTCHAP;???·????;3;0;19;Germany;R;79;190;2;1;1;C;51;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;57;70;71;69;74;83;71;80;74;83;72;64;50;74;69;65;68;76;74;77;62;65;74;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;1;Default;0;131;0;4517;15;1;1;1;1;1;1;1;0;0;Bochum;37;
53796;Constant Djakpa;DJAKPA;??????·????;3;0;28;Cote d'Ivoire;L;70;177;5;4;3;B;198;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;LB;70;57;62;79;69;68;71;73;66;66;69;78;48;69;83;80;83;71;81;84;73;67;68;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;3;1;6;1;Special;1;1226;1;5301;11;1;1;1;1;1;1;1;0;0;;7;
53797;Pedro Lucas;PEDRO LUCAS;??????;1;0;20;Brazil;L;67;173;4;6;6;B;55;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;AMF;71;44;64;75;76;73;75;70;75;70;73;75;50;76;76;80;80;73;77;75;70;76;73;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;1;Build;0;131;0;4571;11;1;1;1;1;1;1;1;0;0;;7;
53798;Lucas Bernadou;LUCAS;???;3;1476;21;France;R;80;180;5;1;1;A;47;4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;CMF;70;67;65;68;76;77;77;76;67;70;77;77;50;74;76;62;68;80;80;82;77;68;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;Build;0;130;0;4422;0;1;1;1;1;1;1;1;0;0;PEC Zwolle;8;
53799;Ramon Menezes;RAMON;?? ???;3;2036;26;Brazil;R;73;186;5;2;2;A;47;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;CB;55;76;76;73;69;76;71;73;64;57;67;69;50;70;73;69;75;78;80;82;77;69;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;Default;0;131;0;4449;6;1;1;1;1;1;1;1;0;0;;7;
53800;Arbeloa;ARBELOA;?????;2;180;33;Spain;R;78;183;7;6;5;B;201;4;0;0;1;1;1;0;0;0;0;0;0;0;0;0;RB;69;73;75;73;74;75;73;77;65;65;72;77;50;80;76;76;81;73;80;76;81;79;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Special;1;1110;1;5185;2;1;1;1;3;1;1;1;28;49;;7;
53801;Roderick Miranda;RODERICK;???;1;2164;29;Portugal;R;86;191;3;6;5;B;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;39;73;71;71;73;73;78;76;69;71;73;80;50;77;77;75;78;78;81;78;75;70;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;Build;0;131;0;4403;0;1;1;1;1;1;1;1;0;0;;7;
53802;Camillo Ciano;CIANO;? ??;3;0;31;Italy;L;73;176;4;4;4;B;4;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;RWF;75;40;60;82;79;74;80;77;76;81;82;80;50;75;81;80;76;73;77;84;65;70;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;2;2;1;Build;0;130;0;4359;0;1;1;0;1;1;1;1;0;0;;7;
53895;Felix Agu;AGU;?????Q8;1;0;22;Germany;R;70;180;4;5;5;B;198;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;RB;66;60;61;74;72;74;70;70;60;61;67;76;50;73;83;79;84;72;83;74;73;68;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;1;Build;0;131;0;5299;11;1;1;1;1;1;1;1;0;0;Werder Bremen;27;
53896;Rigoni;RIGONI;Aldo Benítez;1;0;29;Argentina;R;71;181;4;6;5;A;9;7;0;0;0;0;0;0;0;1;1;1;1;1;1;0;RWF;76;47;73;82;80;74;71;77;71;77;75;77;50;72;90;84;89;78;76;74;73;67;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Build;0;131;0;4346;11;1;1;1;1;1;1;1;0;0;;7;
53897;Zinchenko;ZINCHENKO;???? ???;2;0;26;Ukraine;L;64;175;6;4;4;A;76;4;0;0;0;1;0;0;1;0;0;1;0;0;0;0;LB;75;65;68;81;83;76;84;78;72;72;79;82;50;79;83;77;78;73;85;84;78;76;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;6;1;Build;0;131;0;4324;26;1;1;0;1;1;1;1;0;0;Arsenal;17;Ucrânia
53898;Änis Ben-Hatira;BEN HATIRA;a;3;0;26;Tunisia;L;82;183;4;6;5;B;1;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;RMF;77;49;71;84;76;79;75;77;71;76;78;84;50;70;83;84;84;81;82;81;75;68;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;4;1;Default;0;131;1;5808;11;1;1;1;1;1;1;1;0;0;;7;
53899;Baumjohann;BAUMJOHANN;a;1;0;30;Germany;R;75;178;5;7;5;C;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;AMF;73;44;70;80;78;76;78;75;73;76;78;83;50;74;83;83;82;74;79;82;74;68;69;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Build;0;1078;0;4441;19;1;1;1;1;1;1;1;0;0;;7;
53900;Steven Lenhart;LENHART;Steven Lenhart;2;0;29;Usa;R;86;186;4;5;5;A;8;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;SS;83;51;83;79;78;66;74;74;70;76;74;75;50;74;78;75;74;71;79;80;78;74;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;6;1;Default;0;131;0;4519;27;1;1;1;1;1;1;1;0;0;;7;
53901;Ivan Provedel;PROVEDEL;?????E3;3;0;28;Italy;R;84;192;6;4;4;B;198;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;83;45;53;57;62;59;66;44;44;48;59;82;89;76;56;69;82;66;79;82;74;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Build;0;131;0;4518;11;1;1;1;1;1;1;1;0;0;Lazio;94;
53902;Nuno Tavares;TAVARES;??????·????;1;0;22;Portugal;L;75;183;4;4;5;B;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;RB;70;63;56;75;70;75;75;78;59;60;75;74;50;74;77;79;87;78;85;80;70;70;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;5;1;Build;0;604;0;4432;2;1;1;1;1;1;1;1;0;0;;7;
53903;Palavecino;PALAVECINO;??????;2;0;24;Argentina;R;67;173;4;4;3;B;56;2;0;0;0;0;0;0;1;1;1;1;1;1;1;1;AMF;70;42;57;84;74;82;76;80;68;62;73;83;51;69;86;83;77;74;76;84;61;65;68;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;Default;0;131;0;4451;11;1;0;0;1;1;1;1;0;0;;7;
53904;José Paradela;PARADELA;????;2;0;22;Argentina;L;71;178;4;4;4;B;72;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;AMF;69;44;59;85;78;70;81;74;67;63;67;82;54;72;82;73;80;69;75;79;68;65;65;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;Build;0;1642;1;5717;11;1;0;0;1;8;1;1;0;0;;7;
53905;Saraber;SARARER;????·????;3;0;22;Turkey;R;80;180;5;5;5;A;42;2;0;0;0;0;0;0;0;1;1;0;1;1;0;1;RMF;74;38;73;83;72;72;74;75;70;68;65;79;50;73;80;83;83;77;76;79;74;69;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;1;Special;1;426;1;4501;6;1;0;0;1;1;1;1;0;0;;7;
53906;Marchisio;MARCHISIO;??????;2;1579;32;Italy;R;76;179;4;3;3;A;11;5;0;0;0;0;0;1;1;0;0;1;0;0;0;0;CMF;74;84;77;79;80;81;79;80;80;83;76;79;77;73;74;72;75;80;78;77;77;66;64;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;2;2;1;1;Special;1;1347;1;5422;17;1;1;1;1;1;1;1;16;74;;7;
53907;Sobiech;SOBIECH;???·????;3;0;21;Germany;R;85;196;5;3;2;A;42;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;51;71;76;68;66;70;67;70;56;57;60;69;50;72;65;66;71;85;76;75;71;68;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Special;1;399;1;4474;15;1;0;0;1;3;1;1;0;0;;7;
53908;Afonso Freitas;AFONSO;??????;3;1054;22;Portugal;L;73;181;3;4;4;A;42;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;LB;52;76;77;69;68;66;67;70;55;55;58;68;50;79;80;77;83;74;74;72;80;65;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;1;Build;0;131;0;4561;25;1;1;1;1;1;1;1;0;0;Vitória Guimarães;72;
53909;Schwolow;SCHWOLOW;????;3;0;29;Germany;R;82;187;5;4;4;B;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;28;77;53;54;55;54;56;63;43;43;46;53;79;84;73;55;64;81;68;84;82;74;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;1;4483;11;1;1;1;1;1;1;4;0;0;Heidenheim;1;
53910;Jailson;JAILSON;??????;3;0;26;Brazil;R;74;178;6;1;1;C;73;6;0;0;1;0;0;1;1;0;0;0;0;0;0;0;DMF;65;70;76;81;76;76;75;76;74;66;73;79;50;82;84;73;76;80;82;77;78;72;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;Default;0;131;0;4406;20;1;1;1;1;1;1;1;0;0;;7;
53911;Nicola Ravaglia;RAVAGLIA;???;2;0;33;Italy;R;85;185;4;4;4;B;254;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;74;45;55;53;59;57;63;40;42;43;48;75;81;59;56;64;83;62;80;78;70;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;Default;0;131;0;4308;13;0;1;1;1;1;1;4;0;0;Sampdoria;30;
53912;Jefferson;JEFFERSON;?????;2;1189;20;Brazil;R;80;181;3;5;5;A;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;CF;60;69;72;72;74;71;72;76;74;59;59;72;50;71;74;73;75;73;73;75;73;60;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4516;21;1;1;1;1;1;1;1;0;0;Masterleague Default J;27;
53913;Xavier Chavalerin;CHAVALERIN;?????·??;1;0;30;France;L;69;179;7;4;4;A;47;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;CMF;69;63;61;71;77;75;81;83;68;73;81;77;50;76;75;68;71;74;91;82;68;75;84;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;3;3;1;1;Default;0;131;0;4299;11;1;0;0;1;1;1;1;0;0;Troyes;24;
53914;F. Midtsjø;MIDTSJO;????;3;896;28;Norway;R;69;176;6;5;5;A;87;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;CMF;73;58;64;76;75;76;70;69;67;77;75;76;49;74;81;74;70;66;69;68;64;82;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;1078;0;4365;0;1;1;1;1;5;1;1;29;0;;7;
53915;Körber;KORBER;??·??????;2;0;24;Germany;R;82;186;5;4;4;A;37;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;77;42;50;51;50;59;64;40;40;43;45;80;85;62;51;66;83;59;82;76;74;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4426;11;1;1;1;1;1;1;1;0;0;Heidenheim;12;
53916;Patryk Klimala;KLIMALA;????;3;0;23;Poland;R;76;183;5;4;4;B;52;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;79;36;75;76;71;72;70;71;78;68;73;78;50;76;76;75;78;81;81;81;74;72;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;Default;0;131;0;4459;12;0;0;0;1;1;1;1;0;0;;7;
53917;Manuel Akanji;AKANJI;?????;1;0;27;Switzerland;R;91;187;4;5;4;B;51;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;62;82;77;74;79;84;78;81;61;60;66;76;50;83;68;70;84;87;81;77;87;68;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;1;Build;0;131;0;4499;23;1;1;1;1;1;1;1;53;0;Manchester City;25;Suíça
54056;Lohan;LOHAN;????;3;0;26;Brazil;R;86;191;4;1;1;B;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;75;28;73;74;64;68;78;77;63;86;82;75;50;69;75;71;82;66;73;83;86;63;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;1;Build;0;131;0;4364;27;1;0;0;1;1;1;1;0;0;Criciúma;26;
